,speaker,recording,t1,t2,phones,phone_dur,prev,nxt,prev_short,nxt_short,prev_height,nxt_height,prev_back,nxt_back,words,COG,SD,skew,kurtosis,age,gender,sexuality,race_ethnicity,SES,place_origin,L1s
540,S02,S02_interview.wav,600.55,600.81,S,0.2599999999999909,S,IY1,S,IY,consonant,high,consonant,front,see,7032.332311848893,1265.011685752037,0.04383544432637327,7.811882180761824,22,male,bisexual,Caucasian,low-middle class,Michigan,English
541,S02,S02_interview.wav,604.55,604.68,S,0.12999999999999545,EH1,Y,EH,Y,mid,consonant,front,consonant,guess,7093.14207479419,1583.6298545974605,-0.13990344638873722,7.275601775306518,22,male,bisexual,Caucasian,low-middle class,Michigan,English
542,S02,S02_interview.wav,606.08,606.16,S,0.07999999999992724,IH1,T,IH,T,high,consonant,front,consonant,linguistics,7244.084031078961,1375.2942896647678,-0.3912590784424745,8.526594505034762,22,male,bisexual,Caucasian,low-middle class,Michigan,English
543,S02,S02_interview.wav,606.3,606.36,S,0.06000000000005912,K,K,K,K,consonant,consonant,consonant,consonant,linguistics,6916.030671098238,1770.1239697519463,-0.27541554568504784,5.204634063680956,22,male,bisexual,Caucasian,low-middle class,Michigan,English
544,S02,S02_interview.wav,608.58,608.67,S,0.08999999999991815,N,T,N,T,consonant,consonant,consonant,consonant,institution,7571.125206793001,1610.5891699199622,0.017870464123675198,2.9320265086024655,22,male,bisexual,Caucasian,low-middle class,Michigan,English
545,S02,S02_interview.wav,612.09,612.28,S,0.18999999999994088,K,IY1,K,IY,consonant,high,consonant,front,seeing,7328.818379613614,1302.6833458034655,0.09988285640274144,4.161415886782798,22,male,bisexual,Caucasian,low-middle class,Michigan,English
546,S02,S02_interview.wav,613.46,613.56,S,0.09999999999990905,L,OW0,L,OW,consonant,mid,consonant,back,also,6928.067309562392,1986.1662754909873,-0.6763520563400058,2.981437050153069,22,male,bisexual,Caucasian,low-middle class,Michigan,English
547,S02,S02_interview.wav,614.46,614.56,S,0.09999999999990905,K,AH1,K,AH,consonant,mid,consonant,back,sometimes,6992.518232382623,1751.3832498495483,-0.5614459520161046,5.242416923402775,22,male,bisexual,Caucasian,low-middle class,Michigan,English
548,S02,S02_interview.wav,618.47,618.58,S,0.11000000000001364,IY0,ER1,IY,ER,high,mid,front,front,researching,6347.208956672224,2420.4183208575373,-0.8073770971781447,1.168427430976565,22,male,bisexual,Caucasian,low-middle class,Michigan,English
549,S02,S02_interview.wav,619.52,619.61,S,0.09000000000003183,IH1,B,IH,B,high,consonant,front,consonant,this,7167.5830694798,1471.1925483713644,-0.306291108091128,4.546665343157418,22,male,bisexual,Caucasian,low-middle class,Michigan,English
550,S02,S02_interview.wav,619.92,620.09,S,0.17000000000007276,N,IY1,N,IY,consonant,high,consonant,front,seeing,7356.218187943122,1778.237069266656,-1.5936318269361727,6.914798536539646,22,male,bisexual,Caucasian,low-middle class,Michigan,English
551,S02,S02_interview.wav,621.73,621.83,S,0.10000000000002274,AH0,EY1,AH,EY,mid,high,back,front,same,7215.168075207885,1288.8592315377095,-0.1717286220582412,7.146333122597234,22,male,bisexual,Caucasian,low-middle class,Michigan,English
552,S02,S02_interview.wav,623.0,623.1,S,0.10000000000002274,EH1,ER0,EH,ER,mid,mid,front,front,professors,6913.598675052635,1979.208760315395,-1.542053842289218,3.7905534207630716,22,male,bisexual,Caucasian,low-middle class,Michigan,English
553,S02,S02_interview.wav,625.59,625.65,S,0.05999999999994543,N,P,N,P,consonant,consonant,consonant,consonant,inspiring,7598.6168074309735,1928.1286181928633,-1.1295858781983803,5.884914681002588,22,male,bisexual,Caucasian,low-middle class,Michigan,English
554,S02,S02_interview.wav,626.43,626.56,S,0.12999999999999545,EY1,OW1,EY,OW,high,mid,front,back,so,6834.333350188802,1597.3377794924113,-0.0077184514554585705,4.94075663665623,22,male,bisexual,Caucasian,low-middle class,Michigan,English
555,S02,S02_interview.wav,629.49,629.55,S,0.05999999999994543,T,IH0,T,IH,consonant,high,consonant,front,it's,7522.490320272999,1198.4437847809254,0.8793195115163247,9.884124080423005,22,male,bisexual,Caucasian,low-middle class,Michigan,English
556,S02,S02_interview.wav,629.73,629.87,S,0.13999999999998636,T,IH1,T,IH,consonant,high,consonant,front,it's,7531.8230120988155,1400.2824776231923,-0.5673004550562567,8.978232317948525,22,male,bisexual,Caucasian,low-middle class,Michigan,English
557,S02,S02_interview.wav,630.07,630.3,S,0.2299999999999045,T,S,T,S,consonant,consonant,consonant,consonant,it's,7379.92526850321,1222.7097803446559,0.604542370856698,5.564477491251186,22,male,bisexual,Caucasian,low-middle class,Michigan,English
558,S02,S02_interview.wav,630.58,630.88,S,0.2999999999999545,IH0,F,IH,F,high,consonant,front,consonant,satisfying,7602.304343615465,1297.25669002322,0.24535520793247026,8.23910671918738,22,male,bisexual,Caucasian,low-middle class,Michigan,English
559,S02,S02_interview.wav,632.64,632.76,S,0.12000000000000455,AH0,IY1,AH,IY,mid,high,back,front,see,7211.7724006043545,1401.277353779257,0.2842925941387895,6.136460794879024,22,male,bisexual,Caucasian,low-middle class,Michigan,English
560,S02,S02_interview.wav,633.03,633.14,S,0.11000000000001364,T,AO1,T,AO,consonant,mid,consonant,back,sort,7082.307445058072,1490.2946309239198,-0.045545920132406235,7.237271110942034,22,male,bisexual,Caucasian,low-middle class,Michigan,English
561,S02,S02_interview.wav,637.02,637.18,S,0.15999999999996817,R,OW1,R,OW,consonant,mid,consonant,back,so,5010.028185082666,2402.8441269802997,-0.08206764135429145,2.7168199496880554,22,male,bisexual,Caucasian,low-middle class,Michigan,English
562,S02,S02_interview.wav,646.9,647.11,S,0.21000000000003638,Z,OW1,Z,OW,consonant,mid,consonant,back,so,7519.95566508993,992.5240438239024,-1.4814264817240252,12.15321771516961,22,male,bisexual,Caucasian,low-middle class,Michigan,English
563,S02,S02_interview.wav,648.56,648.69,S,0.13000000000010914,AH0,EH1,AH,EH,mid,mid,back,front,second,6979.506391729599,1181.1825378231454,0.527272562517355,8.976601975514823,22,male,bisexual,Caucasian,low-middle class,Michigan,English
564,S02,S02_interview.wav,651.54,651.76,S,0.22000000000002728,IH1,R,IH,R,high,consonant,front,consonant,this,7354.871550904852,1303.3023008413795,-1.1157202932409587,8.744566699988797,22,male,bisexual,Caucasian,low-middle class,Michigan,English
565,S02,S02_interview.wav,652.07,652.22,S,0.14999999999997726,N,L,N,L,consonant,consonant,consonant,consonant,romance,7528.2331423469095,1356.5776780777865,0.14321388359531684,5.528817967559451,22,male,bisexual,Caucasian,low-middle class,Michigan,English
566,S02,S02_interview.wav,652.41,652.47,S,0.06000000000005912,IH1,T,IH,T,high,consonant,front,consonant,linguistics,7564.5705404830505,1331.9996458102344,-0.608083134768486,6.879211933939038,22,male,bisexual,Caucasian,low-middle class,Michigan,English
567,S02,S02_interview.wav,658.16,658.26,S,0.10000000000002274,N,L,N,L,consonant,consonant,consonant,consonant,romance,7251.390575472097,1684.961438200934,0.028938012872560377,5.453950182974765,22,male,bisexual,Caucasian,low-middle class,Michigan,English
568,S02,S02_interview.wav,658.57,658.65,S,0.07999999999992724,IH1,T,IH,T,high,consonant,front,consonant,linguistics,7224.060715552314,1761.449980648048,-1.0209321554389272,6.603171229223673,22,male,bisexual,Caucasian,low-middle class,Michigan,English
569,S02,S02_interview.wav,658.9,659.01,S,0.11000000000001364,K,EH1,K,EH,consonant,mid,consonant,front,linguistics,7166.062160504758,1367.3635754148395,-0.5079163665118843,9.22366176956301,22,male,bisexual,Caucasian,low-middle class,Michigan,English
570,S02,S02_interview.wav,665.17,665.22,S,0.05000000000006821,AH0,T,AH,T,mid,consonant,back,consonant,honest,6338.6065001372845,2683.4208081396227,-0.7795543181225509,1.0251370694194506,22,male,bisexual,Caucasian,low-middle class,Michigan,English
571,S02,S02_interview.wav,666.96,667.16,S,0.1999999999999318,AH1,AE1,AH,AE,mid,low,back,front,us,7364.258632257073,1379.8144548489563,0.622148872078092,4.526119254869402,22,male,bisexual,Caucasian,low-middle class,Michigan,English
572,S02,S02_interview.wav,668.39,668.48,S,0.09000000000003183,T,OW1,T,OW,consonant,mid,consonant,back,so,6845.411777441377,1760.8910053326908,-0.7729156318050336,3.326518742777715,22,male,bisexual,Caucasian,low-middle class,Michigan,English
573,S02,S02_interview.wav,672.85,672.92,S,0.06999999999993634,AH1,T,AH,T,mid,consonant,back,consonant,justin,7614.818051271583,1406.5577292912137,-1.2482482412609346,10.604888818670327,22,male,bisexual,Caucasian,low-middle class,Michigan,English
574,S02,S02_interview.wav,673.4,673.63,S,0.2300000000000182,Z,UW1,Z,UW,consonant,mid,consonant,back,super,7334.564947878409,1143.5836184638533,-0.6226717175260406,3.9248829220246497,22,male,bisexual,Caucasian,low-middle class,Michigan,English
575,S02,S02_interview.wav,678.51,678.64,SH,0.12999999999999545,UW1,UH1,UW,UH,high,high,back,back,should,4013.0764763559564,2101.5865081764737,0.22175929177245143,-0.3763459172083894,22,male,bisexual,Caucasian,low-middle class,Michigan,English
576,S02,S02_interview.wav,679.1,679.26,SH,0.15999999999996817,OW1,IY0,OW,IY,high,high,back,front,negotiate,4432.1236186206,2113.0386703197264,-0.06980816852355129,-0.4789077313128378,22,male,bisexual,Caucasian,low-middle class,Michigan,English
577,S02,S02_interview.wav,684.28,684.4,S,0.12000000000000455,ER1,AH0,ER,AH,mid,mid,front,back,person,7088.749497361944,1292.76146618248,-0.13661520568348584,4.3766655900651505,22,male,bisexual,Caucasian,low-middle class,Michigan,English
578,S02,S02_interview.wav,684.97,685.09,S,0.12000000000000455,AH0,K,AH,K,mid,consonant,back,consonant,school,7109.278176181127,1447.2503918086413,-0.15438535786920057,6.294435436135965,22,male,bisexual,Caucasian,low-middle class,Michigan,English
579,S02,S02_interview.wav,688.04,688.16,SH,0.12000000000000455,OW1,IY0,OW,IY,high,high,back,front,negotiate,4145.4178917757545,2035.7325931055595,0.7623846910841945,1.74727065655029,22,male,bisexual,Caucasian,low-middle class,Michigan,English
580,S02,S02_interview.wav,689.85,690.03,S,0.17999999999994998,AE1,OW1,AE,OW,low,mid,front,back,so,7377.2897137509835,1206.1636490607373,0.7493030472716664,3.627116943056542,22,male,bisexual,Caucasian,low-middle class,Michigan,English
581,S02,S02_interview.wav,692.15,692.27,SH,0.12000000000000455,EH1,EH1,EH,EH,mid,mid,front,front,fresh,4508.2578863811505,1916.5949722540895,0.09433843480722524,0.20037734737841673,22,male,bisexual,Caucasian,low-middle class,Michigan,English
582,S02,S02_interview.wav,692.86,692.96,S,0.10000000000002274,Z,UW1,Z,UW,consonant,mid,consonant,back,super,6993.517692709663,1606.12042843954,-0.6618351567784828,2.6650929337369798,22,male,bisexual,Caucasian,low-middle class,Michigan,English
583,S02,S02_interview.wav,694.37,694.47,S,0.10000000000002274,Z,UW1,Z,UW,consonant,mid,consonant,back,super,7200.785959216307,1018.3811564822963,-0.34189173611511897,5.568290000112295,22,male,bisexual,Caucasian,low-middle class,Michigan,English
584,S02,S02_interview.wav,704.31,704.39,S,0.08000000000004093,K,EH1,K,EH,consonant,mid,consonant,front,accept,7192.215085709124,1821.9950579237918,-1.1411462842519,6.0508400741579145,22,male,bisexual,Caucasian,low-middle class,Michigan,English
585,S02,S02_interview.wav,704.77,704.83,S,0.06000000000005912,ER1,T,ER,T,mid,consonant,front,consonant,first,4767.863577784116,3087.9931398232434,-0.031989664522080484,-0.4823000262586201,22,male,bisexual,Caucasian,low-middle class,Michigan,English
586,S02,S02_interview.wav,718.71,718.79,S,0.07999999999992724,K,EH1,K,EH,consonant,mid,consonant,front,set,6374.446391480077,2218.0436191909876,-1.3268812062378659,2.2758236284101807,22,male,bisexual,Caucasian,low-middle class,Michigan,English
587,S02,S02_interview.wav,719.03,719.15,S,0.12000000000000455,N,T,N,T,consonant,consonant,consonant,consonant,stone,7592.118054348819,1675.4162334479886,-2.119304986316021,9.676241864234536,22,male,bisexual,Caucasian,low-middle class,Michigan,English
588,S02,S02_interview.wav,720.72,720.81,SH,0.08999999999991815,K,AH0,K,AH,consonant,mid,consonant,back,actually,3941.880109599312,2360.591105634967,0.9019337554715005,0.722510594535168,22,male,bisexual,Caucasian,low-middle class,Michigan,English
589,S02,S02_interview.wav,721.05,721.14,S,0.09000000000003183,T,L,T,L,consonant,consonant,consonant,consonant,it's,7113.472791170092,1006.8105161280737,-0.09420329484921784,17.41235510335261,22,male,bisexual,Caucasian,low-middle class,Michigan,English
590,S02,S02_interview.wav,724.19,724.31,S,0.11999999999989086,D,AH1,D,AH,consonant,mid,consonant,back,such,7020.66275759317,1522.3232378159923,-0.7857267064466573,6.8147050879090685,22,male,bisexual,Caucasian,low-middle class,Michigan,English
591,S02,S02_interview.wav,762.92,763.05,S,0.12999999999999545,EH1,P,EH,P,mid,consonant,front,consonant,guess,7361.0327746295625,1651.5940716002551,-0.2804088178940458,4.1955880276973785,22,male,bisexual,Caucasian,low-middle class,Michigan,English
592,S02,S02_interview.wav,766.67,766.72,S,0.05000000000006821,T,ER0,T,ER,consonant,mid,consonant,front,students,5306.2330070199105,3007.3289659903458,-0.4074994639322407,-0.81974785005132,22,male,bisexual,Caucasian,low-middle class,Michigan,English
593,S02,S02_interview.wav,770.12,770.2,S,0.08000000000004093,AE1,T,AE,T,low,consonant,front,consonant,last,5758.600046715556,2542.330821310493,-0.3940435365764731,1.0311479477568888,22,male,bisexual,Caucasian,low-middle class,Michigan,English
594,S02,S02_interview.wav,786.57,786.72,S,0.14999999999997726,EH1,W,EH,W,mid,consonant,front,consonant,guess,6463.323679651438,2243.1743929339023,-0.5297089308826162,2.688896148688513,22,male,bisexual,Caucasian,low-middle class,Michigan,English
595,S02,S02_interview.wav,789.82,789.98,S,0.15999999999996817,D,OW1,D,OW,consonant,mid,consonant,back,socio,6848.984533037353,1341.2313602264187,0.15763850869163995,7.637069775075428,22,male,bisexual,Caucasian,low-middle class,Michigan,English
596,S02,S02_interview.wav,790.06,790.21,S,0.15000000000009095,OW1,IY0,OW,IY,high,high,back,front,socio,6846.951006095036,1740.6548026496557,-1.1374407406509333,4.461263629479624,22,male,bisexual,Caucasian,low-middle class,Michigan,English
597,S02,S02_interview.wav,790.57,790.65,S,0.07999999999992724,IH1,T,IH,T,high,consonant,front,consonant,linguistics,7308.715069925265,1573.4701173253168,-0.8451856745226697,6.590400893065603,22,male,bisexual,Caucasian,low-middle class,Michigan,English
598,S02,S02_interview.wav,791.03,791.45,S,0.42000000000007276,K,AH1,K,AH,consonant,mid,consonant,back,linguistics,6673.3565335429375,1932.1158371308072,-0.8537746800920122,4.419265008566289,22,male,bisexual,Caucasian,low-middle class,Michigan,English
599,S02,S02_interview.wav,794.01,794.09,SH,0.08000000000004093,K,AH0,K,AH,consonant,mid,consonant,back,actual,3412.730560552717,2117.0777454042977,0.824809214318966,0.20191573641449034,22,male,bisexual,Caucasian,low-middle class,Michigan,English
600,S02,S02_interview.wav,794.91,795.06,SH,0.14999999999997726,EY1,AH0,EY,AH,high,mid,front,back,communication,4614.470279455262,1883.1866408391486,-0.08526416245341012,-0.5746965601202874,22,male,bisexual,Caucasian,low-middle class,Michigan,English
601,S02,S02_interview.wav,796.13,796.2,S,0.07000000000005002,UW1,P,UW,P,high,consonant,back,consonant,specifically,7389.777690000122,1789.2502280410622,-0.23568593025029375,3.2567858161962677,22,male,bisexual,Caucasian,low-middle class,Michigan,English
602,S02,S02_interview.wav,796.29,796.39,S,0.10000000000002274,AH0,IH1,AH,IH,mid,high,back,front,specifically,7721.116547936021,1265.5669047748615,-0.3551041252798708,7.792323294258303,22,male,bisexual,Caucasian,low-middle class,Michigan,English
603,S02,S02_interview.wav,801.78,801.9,S,0.12000000000000455,IH0,T,IH,T,high,consonant,front,consonant,linguists,7238.712353992275,1411.973748474964,0.4375832184721068,6.717997036381483,22,male,bisexual,Caucasian,low-middle class,Michigan,English
604,S02,S02_interview.wav,803.79,803.89,S,0.10000000000002274,N,T,N,T,consonant,consonant,consonant,consonant,institution,7232.836806249992,1512.3083294454257,0.08421137299885813,7.628089458917792,22,male,bisexual,Caucasian,low-middle class,Michigan,English
605,S02,S02_interview.wav,804.12,804.25,SH,0.12999999999999545,UW1,AH0,UW,AH,high,mid,back,back,institution,3532.27984321585,1904.592562358971,0.858457678243019,0.2155448318382125,22,male,bisexual,Caucasian,low-middle class,Michigan,English
606,S02,S02_interview.wav,808.39,808.45,S,0.06000000000005912,IY1,T,IY,T,high,consonant,front,consonant,least,6490.247347985392,2255.0205139592904,-1.003388409167304,3.0836286910495643,22,male,bisexual,Caucasian,low-middle class,Michigan,English
607,S02,S02_interview.wav,811.71,811.87,S,0.15999999999996817,D,OW1,D,OW,consonant,mid,consonant,back,so,7187.7218024694685,1219.0180826213507,0.7892982335972968,5.000719967201414,22,male,bisexual,Caucasian,low-middle class,Michigan,English
608,S02,S02_interview.wav,815.31,815.43,S,0.12000000000000455,EH1,L,EH,L,mid,consonant,front,consonant,guess,7015.64163571017,1439.3177811511614,-0.3468991852634061,6.684161583517513,22,male,bisexual,Caucasian,low-middle class,Michigan,English
609,S02,S02_interview.wav,818.77,818.87,S,0.10000000000002274,K,P,K,P,consonant,consonant,consonant,consonant,exposed,7263.7409120139955,1288.24850949725,-0.33150608710791457,8.358213247396314,22,male,bisexual,Caucasian,low-middle class,Michigan,English
610,S02,S02_interview.wav,822.09,822.15,S,0.05999999999994543,IH1,T,IH,T,high,consonant,front,consonant,linguistics,6901.189939716559,1472.4786606433847,-0.08771186481717254,8.157741118481056,22,male,bisexual,Caucasian,low-middle class,Michigan,English
611,S02,S02_interview.wav,822.33,822.4,S,0.06999999999993634,K,L,K,L,consonant,consonant,consonant,consonant,linguistics,6503.427602939537,2302.2169806473366,-0.6388955684629748,2.731261966198968,22,male,bisexual,Caucasian,low-middle class,Michigan,English
612,S02,S02_interview.wav,822.54,822.67,S,0.12999999999999545,K,IY1,K,IY,consonant,high,consonant,front,seeing,6988.081314785847,1361.7513926075856,-0.15692442319981592,8.986473060586533,22,male,bisexual,Caucasian,low-middle class,Michigan,English
613,S02,S02_interview.wav,825.5,825.6,S,0.10000000000002274,IH1,T,IH,T,high,consonant,front,consonant,linguistics,5765.185127309646,2303.132768902401,0.16014206430352054,4.817839272267442,22,male,bisexual,Caucasian,low-middle class,Michigan,English
614,S02,S02_interview.wav,825.97,826.17,S,0.1999999999999318,K,AO1,K,AO,consonant,mid,consonant,back,linguistics,6102.978990530394,2362.7016948749297,-0.2897367081695296,3.233172016766331,22,male,bisexual,Caucasian,low-middle class,Michigan,English
615,S02,S02_interview.wav,829.55,829.78,S,0.2300000000000182,S,OW1,S,OW,consonant,mid,consonant,back,so,6177.115330243013,1987.0414065610526,-0.7257920262808886,4.754669198061759,22,male,bisexual,Caucasian,low-middle class,Michigan,English
616,S02,S02_interview.wav,833.51,833.63,S,0.12000000000000455,EH1,CH,EH,CH,mid,consonant,front,consonant,question,4503.166523131688,2563.7733758628824,0.7833758548922838,1.7980518163095764,22,male,bisexual,Caucasian,low-middle class,Michigan,English
617,S02,S02_interview.wav,835.85,835.96,S,0.11000000000001364,EH1,DH,EH,DH,mid,consonant,front,consonant,guess,7455.472144043952,1284.204814216134,-1.6139113359631374,14.299237947556911,22,male,bisexual,Caucasian,low-middle class,Michigan,English
618,S02,S02_interview.wav,836.11,836.21,S,0.10000000000002274,T,AH0,T,AH,consonant,mid,consonant,back,that's,7156.995471833953,1183.0419969880163,0.6341971647309513,16.6288796674634,22,male,bisexual,Caucasian,low-middle class,Michigan,English
619,S02,S02_interview.wav,837.17,837.25,S,0.08000000000004093,IH0,K,IH,K,high,consonant,front,consonant,misconception,6748.0070871952,1613.4536855580398,0.5764380871363121,5.816523504518331,22,male,bisexual,Caucasian,low-middle class,Michigan,English
620,S02,S02_interview.wav,837.4,837.49,S,0.09000000000003183,N,EH1,N,EH,consonant,mid,consonant,front,misconception,6606.494660452589,1862.0961883183409,-1.5625546568938513,5.714720006898368,22,male,bisexual,Caucasian,low-middle class,Michigan,English
621,S02,S02_interview.wav,837.64,837.7,SH,0.06000000000005912,P,AH0,P,AH,consonant,mid,consonant,back,misconception,2767.6331469102697,1903.3889592286357,1.8677401143590262,5.924078950036037,22,male,bisexual,Caucasian,low-middle class,Michigan,English
622,S02,S02_interview.wav,839.39,839.68,S,0.2899999999999636,EH1,Y,EH,Y,mid,consonant,front,consonant,guess,7066.381663678309,1469.0938701660855,0.06069439942291366,6.944273933156438,22,male,bisexual,Caucasian,low-middle class,Michigan,English
623,S02,S02_interview.wav,843.38,843.48,S,0.10000000000002274,N,EH1,N,EH,consonant,mid,consonant,front,misconception,7640.815284286818,2012.6781813872967,-1.2744946592319504,4.1890258974379595,22,male,bisexual,Caucasian,low-middle class,Michigan,English
624,S02,S02_interview.wav,843.59,843.65,SH,0.05999999999994543,P,AH0,P,AH,consonant,mid,consonant,back,misconception,3347.348461137848,2128.4730451843266,1.374762254621819,2.022832196176629,22,male,bisexual,Caucasian,low-middle class,Michigan,English
625,S02,S02_interview.wav,847.68,847.82,S,0.14000000000010004,N,T,N,T,consonant,consonant,consonant,consonant,still,7711.4572055157805,1536.1542550921586,0.813882414701874,6.042357614320645,22,male,bisexual,Caucasian,low-middle class,Michigan,English
626,S02,S02_interview.wav,848.42,848.53,S,0.11000000000001364,K,T,K,T,consonant,consonant,consonant,consonant,still,6892.26887748972,1316.4877112215734,1.177891487282661,14.28222992665967,22,male,bisexual,Caucasian,low-middle class,Michigan,English
627,S02,S02_interview.wav,848.81,848.91,S,0.10000000000002274,N,IY1,N,IY,consonant,high,consonant,front,concede,8015.851204070326,1669.7886706266645,0.5176946617447791,3.6671387098526713,22,male,bisexual,Caucasian,low-middle class,Michigan,English
628,S02,S02_interview.wav,850.43,850.48,S,0.05000000000006821,IH0,T,IH,T,high,consonant,front,consonant,just,5818.603842918388,2223.569498625262,-0.6218239016513389,2.3806811372267767,22,male,bisexual,Caucasian,low-middle class,Michigan,English
629,S02,S02_interview.wav,854.4,854.48,S,0.08000000000004093,L,OW0,L,OW,consonant,mid,consonant,back,also,7385.1227633291455,2043.6376905152147,-1.6718546499561246,5.260167670177326,22,male,bisexual,Caucasian,low-middle class,Michigan,English
630,S02,S02_interview.wav,855.03,855.13,S,0.10000000000002274,IH0,K,IH,K,high,consonant,front,consonant,misconception,6693.005943481269,1698.0662480005838,0.23131079596436974,4.126072257571846,22,male,bisexual,Caucasian,low-middle class,Michigan,English
631,S02,S02_interview.wav,855.24,855.31,S,0.06999999999993634,N,EH1,N,EH,consonant,mid,consonant,front,misconception,6803.367109880126,2024.8536002302817,-1.1779027753975022,4.233101528210241,22,male,bisexual,Caucasian,low-middle class,Michigan,English
632,S02,S02_interview.wav,855.44,855.53,SH,0.08999999999991815,P,AH0,P,AH,consonant,mid,consonant,back,misconception,3844.702568656069,2117.837720113981,1.0131875417162086,0.25056227436923084,22,male,bisexual,Caucasian,low-middle class,Michigan,English
633,S02,S02_interview.wav,855.9,855.95,S,0.05000000000006821,IH1,T,IH,T,high,consonant,front,consonant,linguistics,7270.210142168052,1871.544951212844,-0.3566319805908983,4.7263277499941605,22,male,bisexual,Caucasian,low-middle class,Michigan,English
634,S02,S02_interview.wav,856.16,856.24,S,0.08000000000004093,K,IH0,K,IH,consonant,high,consonant,front,linguistics,5776.463868011959,2985.585507111124,-0.5510834025995334,-0.19727673990233585,22,male,bisexual,Caucasian,low-middle class,Michigan,English
635,S02,S02_interview.wav,856.34,856.43,S,0.08999999999991815,T,L,T,L,consonant,consonant,consonant,consonant,it's,7431.168710072271,1479.9426455276591,-0.16173026697104703,7.882243472340422,22,male,bisexual,Caucasian,low-middle class,Michigan,English
636,S02,S02_interview.wav,857.8,857.89,S,0.09000000000003183,UW1,P,UW,P,high,consonant,back,consonant,speak,7394.742725269684,1404.394764285186,-0.3821524955790052,5.305514104366811,22,male,bisexual,Caucasian,low-middle class,Michigan,English
637,S02,S02_interview.wav,861.23,861.32,S,0.09000000000003183,IH0,AY1,IH,AY,high,low,front,central,besides,7176.256542310292,1177.6867763028968,-0.12493231258943552,7.8625892241341315,22,male,bisexual,Caucasian,low-middle class,Michigan,English
638,S02,S02_interview.wav,874.01,874.1,S,0.09000000000003183,L,OW0,L,OW,consonant,mid,consonant,back,also,6964.924554714376,1596.4550180464412,-0.4353471317607222,4.976632930935716,22,male,bisexual,Caucasian,low-middle class,Michigan,English
639,S02,S02_interview.wav,874.43,874.51,S,0.08000000000004093,IH0,T,IH,T,high,consonant,front,consonant,interesting,7157.322610123149,1405.2911244791994,0.13034056431356075,5.591776197346084,22,male,bisexual,Caucasian,low-middle class,Michigan,English
640,S02,S02_interview.wav,877.58,877.67,S,0.08999999999991815,AH0,AA1,AH,AA,mid,low,back,back,focus,7016.350496349989,1551.0226708488835,-0.30993173060821344,2.7369510882038632,22,male,bisexual,Caucasian,low-middle class,Michigan,English
641,S02,S02_interview.wav,878.52,878.59,S,0.07000000000005002,IY1,T,IY,T,high,consonant,front,consonant,least,7064.177794452394,1570.3999578347207,0.16242449257746036,8.08231441154768,22,male,bisexual,Caucasian,low-middle class,Michigan,English
642,S02,S02_interview.wav,878.73,878.87,S,0.13999999999998636,T,OW1,T,OW,consonant,mid,consonant,back,so,7012.75797405002,1604.9865600019111,0.1593848813603177,6.172719950217008,22,male,bisexual,Caucasian,low-middle class,Michigan,English
643,S02,S02_interview.wav,897.66,897.83,S,0.17000000000007276,S,IY1,S,IY,consonant,high,consonant,front,see,7395.927975462359,1552.80217485586,-1.0748344849684377,6.240098445320315,22,male,bisexual,Caucasian,low-middle class,Michigan,English
644,S02,S02_interview.wav,899.31,899.39,S,0.08000000000004093,IH0,T,IH,T,high,consonant,front,consonant,interesting,7131.003464067857,1230.12398404082,-1.006533265421864,10.48588708193728,22,male,bisexual,Caucasian,low-middle class,Michigan,English
645,S02,S02_interview.wav,900.65,900.72,S,0.07000000000005002,OW1,T,OW,T,high,consonant,back,consonant,most,6645.632243452377,1695.7391290908572,0.17949279562946677,5.24789603438388,22,male,bisexual,Caucasian,low-middle class,Michigan,English
646,S02,S02_interview.wav,902.36,902.47,S,0.11000000000001364,ER1,T,ER,T,mid,consonant,front,consonant,first,6952.460239645788,1396.0072064247852,-0.44442446072119923,7.06122420597171,22,male,bisexual,Caucasian,low-middle class,Michigan,English
647,S02,S02_interview.wav,907.52,907.61,S,0.09000000000003183,N,T,N,T,consonant,consonant,consonant,consonant,institution,7005.148328769863,1337.7694333341717,0.12464412169312448,7.1007913392287545,22,male,bisexual,Caucasian,low-middle class,Michigan,English
648,S02,S02_interview.wav,907.85,907.97,SH,0.12000000000000455,UW1,AH0,UW,AH,high,mid,back,back,institution,4043.15913722412,1932.9168496002578,0.3387683013197558,-0.2608078123701061,22,male,bisexual,Caucasian,low-middle class,Michigan,English
649,S02,S02_interview.wav,911.03,911.2,S,0.17000000000007276,IH0,G,IH,G,high,consonant,front,consonant,this,7178.945149744655,1451.7576528497964,-0.15020504119389574,3.254653098210037,22,male,bisexual,Caucasian,low-middle class,Michigan,English
650,S02,S02_interview.wav,912.05,912.14,S,0.09000000000003183,L,OW0,L,OW,consonant,mid,consonant,back,also,7068.50252070694,1864.169153803186,-1.120083016686095,3.759049445508924,22,male,bisexual,Caucasian,low-middle class,Michigan,English
651,S02,S02_interview.wav,913.8,913.91,SH,0.11000000000001364,D,IY1,D,IY,consonant,high,consonant,front,she,5516.772721550757,1489.4582901463752,-0.8884300416440648,1.8186526033664219,22,male,bisexual,Caucasian,low-middle class,Michigan,English
652,S02,S02_interview.wav,919.39,919.45,S,0.06000000000005912,IH0,T,IH,T,high,consonant,front,consonant,just,7137.532495808473,1705.4763948987115,-1.831772544234539,6.2669560021030275,22,male,bisexual,Caucasian,low-middle class,Michigan,English
